IPV6央视,#genre#
延边卫视,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
安多卫视,http://[2409:8087:1a0b:df::4007]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
CETV1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8

其他省份,#genre#
✌️山东|蒙阴综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lymy1
✌️山东|蒙阴2套,http://8.137.59.151:3000/shandong/qilu66.php?id=lymy2
✌️山东|费县综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lyfxzh
✌️山东|费县生活,http://8.137.59.151:3000/shandong/qilu66.php?id=lyfxsh
✌️山东|河东影视,http://8.137.59.151:3000/shandong/qilu66.php?id=lyhdys
✌️山东|河东综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lyhdzh
✌️山东|莒南综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lyjnzh
✌️山东|莒南影视,http://8.137.59.151:3000/shandong/qilu66.php?id=lyjnys
✌️山东|临沭综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lyls1
✌️山东|临沭生活,http://8.137.59.151:3000/shandong/qilu66.php?id=lyls2
✌️山东|罗庄综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lylzzh
✌️山东|罗庄影视,http://8.137.59.151:3000/shandong/qilu66.php?id=lylzys
✌️山东|平邑综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lypyzh
✌️山东|平邑生活,http://8.137.59.151:3000/shandong/qilu66.php?id=lypysh
✌️山东|郯城综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lytc1
✌️山东|郯城2套,http://8.137.59.151:3000/shandong/qilu66.php?id=lytc2
✌️山东|沂南综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lyynzh
✌️山东|沂水综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lyys1
✌️山东|沂水生活,http://8.137.59.151:3000/shandong/qilu66.php?id=lyys2
✌️山东|长清新闻,http://8.137.59.151:3000/shandong/qilu66.php?id=jncqxw&playlist.m3u8
✌️山东|济铁电视台,http://8.137.59.151:3000/shandong/qilu66.php?id=jnjrtv&playlist.m3u8
✌️山东|济阳综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jnjyzh&playlist.m3u8
✌️山东|济阳影视,http://8.137.59.151:3000/shandong/qilu66.php?id=jnjyys
✌️山东|历城新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jnlcxw
✌️山东|平阴综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jnpyzh
✌️山东|平阴乡村振兴,http://8.137.59.151:3000/shandong/qilu66.php?id=jnpyxc
✌️山东|商河综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jnshzh
✌️山东|商河影视,http://8.137.59.151:3000/shandong/qilu66.php?id=jnshys
✌️山东|章丘综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jnzqzh
✌️山东|章丘公共,http://8.137.59.151:3000/shandong/qilu66.php?id=jnzqgg
✌️山东|东营新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dyxwzh
✌️山东|东营公共,http://8.137.59.151:3000/shandong/qilu66.php?id=dygg
✌️山东|东营公共,http://8.137.59.151:3000/shandong/qilu66.php?id=dygg2
✌️山东|东营科教,http://8.137.59.151:3000/shandong/qilu66.php?id=dykj
✌️山东|东营区新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dydyqxw
✌️山东|东营区科教影视,http://8.137.59.151:3000/shandong/qilu66.php?id=dydyqkj
✌️山东|广饶综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dygrzh
✌️山东|广饶科教文艺,http://8.137.59.151:3000/shandong/qilu66.php?id=dygrkj
✌️山东|垦利新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dyklxw
✌️山东|利津综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dyljzh
✌️山东|利津文化生活,http://8.137.59.151:3000/shandong/qilu66.php?id=dyljwh
✌️山东|黄岛综合,http://8.137.59.151:3000/shandong/qilu66.php?id=qdhdzh
✌️山东|黄岛生活,http://8.137.59.151:3000/shandong/qilu66.php?id=qdhdsh
✌️山东|即墨综合,http://8.137.59.151:3000/shandong/qilu66.php?id=qdjmzh
✌️山东|即墨生活服务,http://8.137.59.151:3000/shandong/qilu66.php?id=qdjmsh
✌️山东|胶州综合,http://8.137.59.151:3000/shandong/qilu66.php?id=qdjzzh
✌️山东|胶州生活,http://8.137.59.151:3000/shandong/qilu66.php?id=qdjzsh
✌️山东|李沧TV,http://8.137.59.151:3000/shandong/qilu66.php?id=qdlc
✌️山东|崂山TV,http://8.137.59.151:3000/shandong/qilu66.php?id=qdls
✌️山东|莱西综合,http://8.137.59.151:3000/shandong/qilu66.php?id=qdlxzh
✌️山东|莱西生活,http://8.137.59.151:3000/shandong/qilu66.php?id=qdlxsh
✌️山东|平度生活服务,http://8.137.59.151:3000/shandong/qilu66.php?id=qdpdsh
✌️山东|潍坊新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=wfxwzh
✌️山东|潍坊生活,http://8.137.59.151:3000/shandong/qilu66.php?id=wfsh
✌️山东|潍坊影视综艺,http://8.137.59.151:3000/shandong/qilu66.php?id=wfyswy
✌️山东|潍坊科教潍坊生活文旅,http://8.137.59.151:3000/shandong/qilu66.php?id=wfkjwl
✌️山东|潍坊高新区,http://8.137.59.151:3000/shandong/qilu66.php?id=wfgxq
✌️山东|安丘综合,http://8.137.59.151:3000/shandong/qilu66.php?id=wfaqzh
✌️山东|安丘民生,http://8.137.59.151:3000/shandong/qilu66.php?id=wfaqms
✌️山东|滨海新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=wfbhxw
✌️山东|昌乐综合,http://8.137.59.151:3000/shandong/qilu66.php?id=wfclzh
✌️山东|昌邑综合,http://8.137.59.151:3000/shandong/qilu66.php?id=wfcyzh
✌️山东|昌邑经济生活,http://8.137.59.151:3000/shandong/qilu66.php?id=wfcyjj
✌️山东|高密综合,http://8.137.59.151:3000/shandong/qilu66.php?id=wfgmzh
✌️山东|高密党建农科,http://8.137.59.151:3000/shandong/qilu66.php?id=wfgmdj
✌️山东|寒亭新闻,http://8.137.59.151:3000/shandong/qilu66.php?id=wfhtxw
✌️山东|奎文电视台,http://8.137.59.151:3000/shandong/qilu66.php?id=wfkwtv
✌️山东|临朐新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=wflqxw
✌️山东|青州综合,http://8.137.59.151:3000/shandong/qilu66.php?id=wfqzzh
✌️山东|青州文化旅游,http://8.137.59.151:3000/shandong/qilu66.php?id=wfqzwh
✌️山东|潍城TV,http://8.137.59.151:3000/shandong/qilu66.php?id=wfwc
✌️山东|诸城新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=wfzcxw
✌️山东|诸城生活娱乐,http://8.137.59.151:3000/shandong/qilu66.php?id=wfzcsh
✌️山东|长岛TV,http://8.137.59.151:3000/shandong/qilu66.php?id=ytcd
✌️山东|福山综合,http://8.137.59.151:3000/shandong/qilu66.php?id=ytfszh
✌️山东|福山生活(无信号),http://8.137.59.151:3000/shandong/qilu66.php?id=ytfssh
✌️山东|海阳综合,http://8.137.59.151:3000/shandong/qilu66.php?id=ythyzh
✌️山东|龙口综合,http://8.137.59.151:3000/shandong/qilu66.php?id=ytlkzh
✌️山东|龙口生活,http://8.137.59.151:3000/shandong/qilu66.php?id=ytlksh
✌️山东|莱山综合,http://8.137.59.151:3000/shandong/qilu66.php?id=ytlszh
✌️山东|莱山影视,http://8.137.59.151:3000/shandong/qilu66.php?id=ytlsys
✌️山东|莱阳民生综艺,http://8.137.59.151:3000/shandong/qilu66.php?id=ytlyms
✌️山东|莱州综合,http://8.137.59.151:3000/shandong/qilu66.php?id=ytlzzh
✌️山东|牟平综合,http://8.137.59.151:3000/shandong/qilu66.php?id=ytmpzh
✌️山东|蓬莱综合,http://8.137.59.151:3000/shandong/qilu66.php?id=ytplzh
✌️山东|蓬莱综艺,http://8.137.59.151:3000/shandong/qilu66.php?id=ytplzy
✌️山东|栖霞综合,http://8.137.59.151:3000/shandong/qilu66.php?id=ytqxzh
✌️山东|栖霞苹果,http://8.137.59.151:3000/shandong/qilu66.php?id=ytqxpg
✌️山东|招远综合,http://8.137.59.151:3000/shandong/qilu66.php?id=ytzyzh
✌️山东|招远综艺,http://8.137.59.151:3000/shandong/qilu66.php?id=ytzyzy
✌️山东|博山图文,http://8.137.59.151:3000/shandong/qilu66.php?id=zbbstw
✌️山东|高青综合,http://8.137.59.151:3000/shandong/qilu66.php?id=zbgqzh
✌️山东|高青影视,http://8.137.59.151:3000/shandong/qilu66.php?id=zbgqys
✌️山东|桓台综合,http://8.137.59.151:3000/shandong/qilu66.php?id=zbht1
✌️山东|桓台影视,http://8.137.59.151:3000/shandong/qilu66.php?id=zbht2
✌️山东|临淄新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=zblzxw
✌️山东|临淄生活服务,http://8.137.59.151:3000/shandong/qilu66.php?id=zblzsh
✌️山东|沂源综合,http://8.137.59.151:3000/shandong/qilu66.php?id=zbyyzh
✌️山东|沂源生活,http://8.137.59.151:3000/shandong/qilu66.php?id=zbyysh
✌️山东|淄川新闻,http://8.137.59.151:3000/shandong/qilu66.php?id=zbzcxw
✌️山东|淄川生活,http://8.137.59.151:3000/shandong/qilu66.php?id=zbzcsh
✌️山东|张店综合,http://8.137.59.151:3000/shandong/qilu66.php?id=zbzd1
✌️山东|张店2,http://8.137.59.151:3000/shandong/qilu66.php?id=zbzd2
✌️山东|周村新闻,http://8.137.59.151:3000/shandong/qilu66.php?id=zbzctv1
✌️山东|周村生活,http://8.137.59.151:3000/shandong/qilu66.php?id=zbzctv2
✌️山东|山亭综合,http://8.137.59.151:3000/shandong/qilu66.php?id=zzstzh
✌️山东|枣庄市中综合,http://8.137.59.151:3000/shandong/qilu66.php?id=zzszzh
✌️山东|台儿庄新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=zztezxw
✌️山东|薛城新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=zzxcxw
✌️山东|峄城综合,http://8.137.59.151:3000/shandong/qilu66.php?id=zzyczh
✌️山东|滨城TV,http://8.137.59.151:3000/shandong/qilu66.php?id=bzbctv
✌️山东|博兴综合,http://8.137.59.151:3000/shandong/qilu66.php?id=bzbxzh
✌️山东|博兴生活,http://8.137.59.151:3000/shandong/qilu66.php?id=bzbxsh
✌️山东|惠民综合,http://8.137.59.151:3000/shandong/qilu66.php?id=bzhmzh
✌️山东|惠民影视,http://8.137.59.151:3000/shandong/qilu66.php?id=bzhmys
✌️山东|阳信新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=bzyxxw
✌️山东|沾化综艺,http://8.137.59.151:3000/shandong/qilu66.php?id=bzzhzy
✌️山东|邹平综合,http://8.137.59.151:3000/shandong/qilu66.php?id=bzzpzh
✌️山东|邹平民生,http://8.137.59.151:3000/shandong/qilu66.php?id=bzzpms
✌️山东|德州新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dzxwzh
✌️山东|德州经济生活,http://8.137.59.151:3000/shandong/qilu66.php?id=dzjjsh
✌️山东|德州图文,http://8.137.59.151:3000/shandong/qilu66.php?id=dztw
✌️山东|陵城综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dzlczh
✌️山东|乐陵新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dzllxw
✌️山东|乐陵城市生活,http://8.137.59.151:3000/shandong/qilu66.php?id=dzllcs
✌️山东|临邑1,http://8.137.59.151:3000/shandong/qilu66.php?id=dzly1
✌️山东|临邑2,http://8.137.59.151:3000/shandong/qilu66.php?id=dzly2
✌️山东|宁津综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dznjzh
✌️山东|平原综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dzpyzh
✌️山东|齐河综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dzqhzh
✌️山东|庆云综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dzqyzh
✌️山东|庆云生活,http://8.137.59.151:3000/shandong/qilu66.php?id=dzqysh
✌️山东|武城综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dzwczh
✌️山东|武城综艺影视,http://8.137.59.151:3000/shandong/qilu66.php?id=dzwczy
✌️山东|夏津综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dzxjzh
✌️山东|夏津公共,http://8.137.59.151:3000/shandong/qilu66.php?id=dzxjgg
✌️山东|禹城综合,http://8.137.59.151:3000/shandong/qilu66.php?id=dzyczh
✌️山东|禹城综艺,http://8.137.59.151:3000/shandong/qilu66.php?id=dzyczy
✌️山东|成武综合,http://8.137.59.151:3000/shandong/qilu66.php?id=hzcwzh
✌️山东|成武综艺,http://8.137.59.151:3000/shandong/qilu66.php?id=hzcwzy
✌️山东|曹县综合,http://8.137.59.151:3000/shandong/qilu66.php?id=hzcxzh
✌️山东|东明新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=hzdmxw
✌️山东|定陶新闻,http://8.137.59.151:3000/shandong/qilu66.php?id=hzdt1
✌️山东|定陶综艺,http://8.137.59.151:3000/shandong/qilu66.php?id=hzdt2
✌️山东|鄄城综合,http://8.137.59.151:3000/shandong/qilu66.php?id=hzjczh
✌️山东|巨野新闻,http://8.137.59.151:3000/shandong/qilu66.php?id=hzjyxw
✌️山东|郓城新闻,http://8.137.59.151:3000/shandong/qilu66.php?id=hzycxw
✌️山东|郓城综艺,http://8.137.59.151:3000/shandong/qilu66.php?id=hzyczy
✌️山东|嘉祥综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jijiazh
✌️山东|嘉祥生活,http://8.137.59.151:3000/shandong/qilu66.php?id=jijiash
✌️山东|金乡综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jijxzh
✌️山东|金乡生活,http://8.137.59.151:3000/shandong/qilu66.php?id=jijxsh
✌️山东|梁山综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jilszh
✌️山东|曲阜新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jiqfxw
✌️山东|任城新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jircxw
✌️山东|任城影视娱乐,http://8.137.59.151:3000/shandong/qilu66.php?id=jircys
✌️山东|泗水新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jissxw
✌️山东|泗水文化生活,http://8.137.59.151:3000/shandong/qilu66.php?id=jisswh
✌️山东|汶上综合,http://8.137.59.151:3000/shandong/qilu66.php?id=jiwszh
✌️山东|汶上生活,http://8.137.59.151:3000/shandong/qilu66.php?id=jiwssh
✌️山东|鱼台新闻,http://8.137.59.151:3000/shandong/qilu66.php?id=jiytxw
✌️山东|鱼台生活,http://8.137.59.151:3000/shandong/qilu66.php?id=jiytsh
✌️山东|兖州新闻,http://8.137.59.151:3000/shandong/qilu66.php?id=jiyzxw
✌️山东|兖州生活,http://8.137.59.151:3000/shandong/qilu66.php?id=jiyzsh
✌️山东|茌平综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lccpzh
✌️山东|茌平生活,http://8.137.59.151:3000/shandong/qilu66.php?id=lccpsh
✌️山东|东昌综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lcdczh
✌️山东|东阿综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lcdezh
✌️山东|东阿综艺,http://8.137.59.151:3000/shandong/qilu66.php?id=lcdezy
✌️山东|高唐综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lcgtzh
✌️山东|高唐综艺,http://8.137.59.151:3000/shandong/qilu66.php?id=lcgtzy
✌️山东|冠县综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lcgxzh
✌️山东|临清综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lclqzh
✌️山东|临清经济信息,http://8.137.59.151:3000/shandong/qilu66.php?id=lclqjj
✌️山东|莘县综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lcsxzh
✌️山东|莘县生活,http://8.137.59.151:3000/shandong/qilu66.php?id=lcsxsh
✌️山东|阳谷综合,http://8.137.59.151:3000/shandong/qilu66.php?id=lcygzh
✌️山东|阳谷影视,http://8.137.59.151:3000/shandong/qilu66.php?id=lcygys
✌️山东|莒县综合,http://8.137.59.151:3000/shandong/qilu66.php?id=rzjx1
✌️山东|岚山TV,http://8.137.59.151:3000/shandong/qilu66.php?id=rzls
✌️山东|五莲综合,http://8.137.59.151:3000/shandong/qilu66.php?id=rzwlzh
✌️山东|五莲文化旅游,http://8.137.59.151:3000/shandong/qilu66.php?id=rzwlwh
✌️山东|东平综合,http://8.137.59.151:3000/shandong/qilu66.php?id=tadpzh
✌️山东|东平民生,http://8.137.59.151:3000/shandong/qilu66.php?id=tadpms
✌️山东|岱岳TV,http://8.137.59.151:3000/shandong/qilu66.php?id=tady
✌️山东|肥城综合,http://8.137.59.151:3000/shandong/qilu66.php?id=tafczh
✌️山东|肥城生活,http://8.137.59.151:3000/shandong/qilu66.php?id=tafcsh
✌️山东|宁阳综合,http://8.137.59.151:3000/shandong/qilu66.php?id=tany1
✌️山东|宁阳2套,http://8.137.59.151:3000/shandong/qilu66.php?id=tany2
✌️山东|泰山TV,http://8.137.59.151:3000/shandong/qilu66.php?id=tats
✌️山东|新泰综合,http://8.137.59.151:3000/shandong/qilu66.php?id=taxtzh
✌️山东|新泰乡村,http://8.137.59.151:3000/shandong/qilu66.php?id=taxtxc
✌️山东|威海新闻综合,http://8.137.59.151:3000/shandong/qilu66.php?id=whxwzh
✌️山东|威海都市生活,http://8.137.59.151:3000/shandong/qilu66.php?id=whdssh
✌️山东|威海海洋,http://8.137.59.151:3000/shandong/qilu66.php?id=whhy
✌️山东|威海环翠综合,http://8.137.59.151:3000/shandong/qilu66.php?id=whhczh
✌️山东|荣成综合,http://8.137.59.151:3000/shandong/qilu66.php?id=whrczh
✌️山东|荣成生活,http://8.137.59.151:3000/shandong/qilu66.php?id=whrcsh
✌️山东|文登TV1,http://8.137.59.151:3000/shandong/qilu66.php?id=whwd1
✌️山东|文登TV2,http://8.137.59.151:3000/shandong/qilu66.php?id=whwd2
